Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price,life_share,kitchen_share
191,36,3.0,81.99479026880738,43.68879835806401,10.0,2,22.0,2008,0.08761909,B,B,8,1497,5,900.0,1,0,B,481360.3607276174,187.67920691431172,22.88916238446786
4328,96,1.0,36.67340725700864,16.285522177555233,9.0,3,12.0,2003,0.041116354,B,B,53,14892,4,900.0,1,4,B,168143.3456997873,225.19024479025958,55.26380979299413
11942,48,1.0,44.825250190495375,24.240045212498355,8.0,7,12.0,1981,0.041124634,B,B,46,9515,5,900.0,1,10,B,207633.6602870756,184.9223043832572,33.003238772323485
1190,8,2.0,49.39599972865716,28.299600040195045,5.0,6,5.0,1962,0.458174486,B,A,26,4439,1,1130.0,1,5,B,186971.9265661055,174.54663549484113,17.668094223587264
4581,1,1.0,47.582479895571225,32.781260192155735,1.0,16,16.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,128803.59381001432,145.1514664678977,3.0505233604145916
367,45,1.0,42.367288692851375,40.012528663007295,1.0,16,14.0,2015,0.195781053,B,B,23,5212,6,900.0,3,2,B,250466.98077681608,105.88505677728166,2.4992172037468054
8768,63,1.0,50.97489077227677,32.781260192155735,1.0,7,16.0,2018,0.23861713,B,B,26,3889,6,705.0,3,6,B,260328.41337559265,155.50009509541252,3.0505233604145916
8471,20,3.0,75.61106465625633,47.49462144277383,8.0,11,9.0,1976,0.019508796,B,B,37,7687,11,176.0,5,5,B,366916.2464940092,159.19921532032834,16.84401255758862
1550,7,3.0,86.32636026251232,46.09724096684023,10.0,3,17.0,1986,0.0,B,B,23,5067,4,900.0,2,6,B,421803.7487527664,187.2701238770682,21.693272287583195
13427,103,1.0,38.174327931544674,23.12301444721017,9.0,6,12.0,1969,0.014423114,B,B,19,3806,4,900.0,0,3,B,194273.0445550664,165.0923499559136,38.92226085204848
4717,27,1.0,44.20394691086295,32.781260192155735,0.0,2,0.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,135466.55995845908,134.84517267411385,0.0
4521,6,2.0,65.40996541571897,32.781260192155735,1.0,18,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,191205.27260844488,199.53462750456129,3.0505233604145916
8553,88,3.0,83.26252987516949,4.7691744289810005,1.0,13,1.0,1977,0.127375905,B,B,43,8429,3,900.0,3,9,B,410883.89201982936,1745.8478635045367,20.96798963617826
1403,67,2.0,52.96691455467195,33.79333603319955,8.0,13,14.0,1985,0.0077202819999999,B,B,38,4788,2,900.0,0,4,B,235998.2077440021,156.73775001863007,23.673306453498906
1924,24,1.0,34.127058575140786,19.435737708983076,6.0,5,5.0,1960,0.111627393,B,B,50,12238,8,1970.0,2,3,B,173155.77077902228,175.58921141113913,30.870966102958047
5273,23,2.0,53.19964976411252,32.45905229638281,9.0,3,3.0,2019,0.005767451,B,B,1,388,0,900.0,0,0,B,94061.94357934452,163.897729602047,27.727242058151365
5931,23,1.0,43.03339773536077,32.781260192155735,1.0,3,4.0,1977,0.014072961,B,B,2,475,0,900.0,0,0,B,72659.97157533352,131.27438506973044,3.0505233604145916
13084,38,1.0,47.83762991944312,22.2977391797552,1.0,21,24.0,2014,0.060753049,B,B,15,2787,2,520.0,0,7,B,233717.2987088421,214.54027035564377,4.484759606964685
3876,100,4.0,104.76902158523696,79.31665044874494,8.0,4,8.0,1960,0.200146802,B,B,23,3975,8,770.0,2,0,B,600903.8285622502,132.08956882633308,10.086154615378854
847,74,2.0,73.31497505994463,74.13126066002347,1.0,7,6.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,254005.38186295828,98.89886453729359,1.3489585784681883
7757,27,2.0,58.78366099380082,55.441255821329314,11.0,13,12.0,1977,0.011654127,B,B,4,915,0,900.0,0,0,B,138396.98461170195,106.02873279646315,19.840820408992414
3961,23,2.0,65.8329536451764,32.781260192155735,1.0,11,17.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,193398.61374915,200.82496297970155,3.0505233604145916
57,35,2.0,46.76017688460839,29.82914715605585,6.0,4,9.0,1974,0.089039719,B,B,33,7976,5,900.0,0,11,B,203384.3280258776,156.76001945337293,20.11455429352392
1699,9,1.0,78.9361644571503,76.74665410997709,1.0,8,7.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,226206.96243502828,102.85290658278818,1.3029883994252196
7679,23,2.0,55.521797407031706,32.781260192155735,0.0,3,4.0,1977,0.034656082,B,B,0,168,0,900.0,0,0,B,93217.7529240404,169.37054000235653,0.0
3736,167,2.0,56.71277142064889,36.45406385517439,7.0,6,5.0,1956,0.050272014,B,B,21,4231,14,1020.0,0,3,B,299177.50263524376,155.57324869446325,19.20224869251827
10954,119,1.0,32.99499423527054,17.717022189890667,5.0,4,5.0,1963,0.033493708,B,B,66,10573,1,1322.0,3,8,B,158611.39437663936,186.2332951984306,28.221446845920866
7161,129,3.0,80.91644470821366,52.86178492766021,8.0,2,5.0,1961,0.020741326,B,B,24,5613,5,1340.0,2,5,B,308656.41967736284,153.07172245308294,15.133806039557241
8576,4,2.0,53.17979115459322,50.64379669225085,5.0,5,12.0,1976,0.042031587,B,B,37,6856,84,1940.0,2,5,B,308108.23387345177,105.00751252468874,9.872877482673143
3486,62,1.0,33.07180726663486,22.237242127160783,6.0,2,9.0,1979,0.037177818,B,B,52,11217,1,2300.0,1,7,B,154480.96795636456,148.7226117227938,26.98176314171415
9024,6,3.0,79.79076199740489,32.781260192155735,1.0,16,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,193595.8005105045,243.40358341836446,3.0505233604145916
8007,173,2.0,44.57722076629535,31.53370069059577,5.0,3,5.0,1969,0.081943463,B,B,20,2738,20,900.0,1,4,B,301309.74408345786,141.36374669018636,15.856052066515428
6728,37,4.0,99.15406269149317,66.56719469586398,9.0,18,22.0,1985,0.127811589,B,B,28,7287,5,320.0,1,3,B,362108.4338133904,148.95334427793443,13.520173174068272
6186,1,1.0,62.00607852861632,32.781260192155735,1.0,7,1.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,197006.1241876457,189.15099103924572,3.0505233604145916
12307,60,1.0,40.0649141598976,38.73328804612138,8.0,13,14.0,1974,0.007658515,B,B,35,7077,56,2301.0,3,19,B,160810.5466807867,103.43793718775073,20.65406889927356
5474,111,2.0,63.79106395448328,40.75758734473419,10.0,16,22.0,2006,0.093442564,B,B,23,4635,5,3300.0,2,4,B,91594.31553801152,156.51334661919083,24.53530900987441
9629,124,3.0,78.27522650652459,58.33087559633692,6.0,9,9.0,1953,0.16909109,B,B,19,3856,10,900.0,2,5,B,387904.1363197119,134.19175643480338,10.286147668211568
12774,157,2.0,62.747509162160966,28.19681269651848,8.0,5,10.0,1956,0.0,B,B,30,7538,87,4702.0,5,5,B,555661.9439687196,222.53404963713695,28.372001070134345
15626,138,1.0,36.32188410854477,21.862420785820184,5.0,2,9.0,1973,0.195781053,B,B,23,5212,6,900.0,3,2,B,165911.1630485483,166.13843665520744,22.87029441516818
9480,37,2.0,57.55610181479205,32.830743185442394,8.0,6,16.0,1982,0.232205084,B,B,24,4860,1,80.0,0,3,B,254688.11688666075,175.31160196310518,24.367404523292397
1414,147,1.0,37.83656091122346,21.208419887190505,9.0,11,14.0,1973,0.319809354,B,B,25,4756,16,2857.0,5,8,B,198633.62900969788,178.40348839036352,42.43597612585855
1849,66,1.0,42.01979508688624,21.14737194085171,13.0,4,5.0,1965,0.111627393,B,B,50,12238,8,1970.0,2,3,B,180450.68204402085,198.699844143347,61.47335960402286
16780,42,1.0,40.89352700876577,18.251862358875485,10.0,4,24.0,2007,0.158249043,B,B,21,5731,0,900.0,1,0,B,171531.56915459645,224.0512568235544,54.788929498677795
16752,1,3.0,79.07867281708461,32.781260192155735,1.0,2,17.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,200932.350329152,241.23133873909896,3.0505233604145916
2304,94,1.0,35.562393798612455,17.52672637150672,7.0,8,9.0,1972,0.282797669,B,B,33,8667,2,900.0,0,6,B,170703.8672587651,202.90379985863422,39.93900430476243
6846,27,1.0,52.08443546914479,32.781260192155735,6.0,13,17.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,155463.0920325192,158.88478711263255,18.30314016248755
10593,41,3.0,87.92496243252934,44.98482359836896,12.0,13,14.0,2013,0.175054867,B,B,36,10055,3,900.0,1,0,B,202696.04613505164,195.45472316960976,26.675663123940964
2556,23,1.0,43.04351178074749,32.781260192155735,1.0,8,25.0,2014,0.075778755,B,B,6,1437,3,900.0,0,2,B,124902.5557874368,131.3052382014509,3.0505233604145916
3849,23,1.0,44.669037850982335,32.781260192155735,1.0,5,17.0,1977,0.014072961,B,B,2,475,0,900.0,0,0,B,80356.31884143525,136.26394345166523,3.0505233604145916
11630,58,1.0,30.961867784280063,15.168643858942186,6.0,3,12.0,1973,0.31019913,B,B,11,2748,1,900.0,0,0,B,117941.28675294651,204.11757354318456,39.555282962641996
3992,1,3.0,87.20062463308382,87.73022491210894,0.0,21,22.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,300180.3656688172,99.39633087735078,0.0
8364,63,1.0,41.27553778947208,23.06457716025959,8.0,4,12.0,1983,0.23861713,B,B,26,3889,6,705.0,3,6,B,181842.46125624425,178.95640359100142,34.68522290442875
14385,75,1.0,47.5445205838825,21.48471354712696,8.0,7,17.0,1979,0.050755569,B,B,24,5469,1,145.0,0,1,B,250434.86992014808,221.29464504887656,37.235776881324995
5661,147,3.0,75.49491995109061,49.02885620577228,7.0,7,12.0,1966,0.319809354,B,B,25,4756,16,2857.0,5,8,B,422637.794709854,153.98058570699925,14.277306349186
3157,81,4.0,90.62047287074104,62.28324321665264,8.0,7,10.0,1960,0.319809354,B,B,25,4756,16,2857.0,5,8,B,526817.5633390079,145.49735721936824,12.844546280565305
3585,110,2.0,55.681776413210144,32.43445241809937,8.0,12,12.0,1995,0.033493708,B,B,66,10573,1,1322.0,3,8,B,223528.9825796605,171.6747848720828,24.665130451025487
3524,6,1.0,38.50640717439108,32.781260192155735,1.0,9,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,128959.85248764248,117.46469461111602,3.0505233604145916
13726,27,1.0,47.55769126377293,22.68232127479575,1.0,16,1.0,1977,0.017647053,B,B,2,469,0,900.0,0,0,B,130190.64357920544,209.6685373935617,4.40871984787194
5643,9,1.0,36.47008559970377,20.80264547481964,9.0,5,12.0,2008,0.161531741,B,B,25,5648,1,30.0,2,4,B,144224.82073375766,175.31465237846135,43.26372821617309
1140,45,1.0,40.17818859271135,19.442491727110763,9.0,10,12.0,1968,0.014423114,B,B,19,3806,4,900.0,0,3,B,211360.70205978784,206.65143725732727,46.29036301684691
9393,23,1.0,37.36522922830802,32.781260192155735,1.0,3,3.0,1977,0.034656082,B,B,0,168,0,900.0,0,0,B,91945.04570153714,113.98350462819971,3.0505233604145916
7381,5,2.0,45.08810816541614,27.268514558279524,6.0,3,9.0,1971,0.150817539,B,B,16,3433,4,2643.0,4,5,B,228628.22570789303,165.348604043142,22.003398781318005
11983,5,2.0,56.58182521155618,30.242432189590268,8.0,6,14.0,1977,0.150817539,B,B,16,3433,4,2643.0,4,5,B,298194.5131791228,187.09416245639193,26.45289886027644
11771,45,1.0,38.46727580065075,39.624493099202034,1.0,11,9.0,1977,0.195781053,B,B,23,5212,6,900.0,3,2,B,247440.53060064916,97.07954043562366,2.523691590190054
16429,57,3.0,64.86981283880701,63.55496139752924,8.0,6,9.0,1977,0.133215333,B,B,49,11395,3,1406.0,3,4,A,291872.4137006557,102.06884153867,12.587530263704963
2286,99,2.0,47.304765674086,28.737214919513068,6.0,9,9.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B,188832.70553528785,164.61151787525952,20.878850009664284
13235,77,1.0,38.50541669818168,25.63626519010819,7.0,12,12.0,1977,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,174776.0316673406,150.19901070862335,27.305069393263125
7285,5,1.0,34.1855157858216,24.583011922154284,5.0,2,5.0,1968,0.150817539,B,B,16,3433,4,2643.0,4,5,B,144605.50562142633,139.0615433701739,20.33924897336923
11919,11,1.0,40.531647898498285,21.9670204784869,10.0,12,16.0,1982,0.0001696759999999,B,B,36,5992,0,900.0,1,1,B,165302.1305422592,184.51135846207453,45.522787260991365
11507,61,2.0,52.67851029749587,33.43406350618041,8.0,12,17.0,2003,0.300322518,B,B,52,10311,6,900.0,1,9,B,295873.5506603369,157.55940132062636,23.927692781109812
4758,23,2.0,65.19410456757899,32.781260192155735,1.0,4,17.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,158591.79176787275,198.87613894471136,3.0505233604145916
897,111,4.0,98.30504001612388,63.95227439055778,14.0,3,17.0,2003,0.135649789,B,B,46,7960,6,350.0,3,11,B,474500.5855912774,153.71625317932103,21.891324637653586
10807,120,3.0,58.96424457585272,39.54078470321807,6.0,6,9.0,1976,0.341071945,B,B,27,5664,48,2300.0,3,11,B,86480.95622349638,149.12259586758742,15.17420568416712
12537,1,1.0,45.73443867453378,32.781260192155735,1.0,21,4.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,179032.66611623476,139.51397355211387,3.0505233604145916
4439,121,2.0,59.84001604528271,32.781260192155735,0.0,22,1.0,1977,0.212515361,B,B,19,3293,16,628.0,3,7,B,305673.9362067691,182.5433668337189,0.0
13616,27,1.0,37.34050780705346,37.02463055813804,10.0,8,17.0,2017,0.211401214,B,B,9,1892,0,900.0,0,1,B,108540.77296972286,100.85315435739301,27.009047353754063
16163,101,2.0,51.88510468106382,34.02489830961289,9.0,9,12.0,1968,0.225824954,A,B,41,6558,7,1548.0,3,2,B,230372.6610038333,152.49157898704132,26.451217923132702
12715,101,2.0,44.83212460780064,27.25056326142168,5.0,4,5.0,1964,0.225824954,A,B,41,6558,7,1548.0,3,2,B,177535.3737452566,164.51815757977005,18.3482445923547
2357,32,1.0,31.828479974777355,15.222565328396248,5.0,5,5.0,1972,0.135649789,B,B,46,7960,6,350.0,3,11,B,170343.755036283,209.0874914190997,32.845974986049
15484,21,1.0,41.49833922721908,22.398630947757265,8.0,3,14.0,1991,0.194489265,B,B,47,8004,3,125.0,3,5,B,165446.79634548828,185.27176649327416,35.716468647835036
12339,23,1.0,47.48558464875349,32.781260192155735,0.0,5,3.0,1977,0.034656082,B,B,0,168,0,900.0,0,0,B,126602.6739815092,144.85588525396705,0.0
16695,23,1.0,36.93154472981459,32.781260192155735,1.0,8,17.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,123225.90337009088,112.6605399344958,3.0505233604145916
14717,21,1.0,37.57287309620049,23.111218325267465,6.0,5,6.0,1962,0.034331497,B,B,25,5487,3,900.0,0,4,B,178032.89265551206,162.57417747260047,25.961418024597204
13145,58,2.0,49.87163719238979,31.12761470934172,6.0,3,9.0,1969,0.1489038909999999,B,B,9,1952,1,1430.0,3,2,B,152555.76054157945,160.21670037384135,19.27548916300142
7028,111,2.0,54.39289966861579,30.7920767153382,8.0,15,17.0,1990,0.0,B,B,36,6714,2,2672.0,0,2,B,214439.61236821147,176.64576563464297,25.980709498606263
6392,27,3.0,49.02974651193822,32.781260192155735,0.0,17,25.0,2016,0.072157581,B,B,2,629,1,900.0,0,0,A,138397.35712228325,149.5663870898734,0.0
13343,74,2.0,79.93766464272322,82.9315950183548,1.0,8,21.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,226808.7471681844,96.38987966532062,1.2058130556619289
15456,140,2.0,47.78159524753983,30.780010059740327,5.0,4,5.0,1960,0.23861713,B,B,26,3889,6,705.0,3,6,B,204610.6486302805,155.23580127102449,16.24430918084691
12734,23,3.0,79.54106882647676,46.14640658027075,12.0,7,17.0,2011,0.075778755,B,B,6,1437,3,900.0,0,2,B,145255.444043028,172.36676638757703,26.004191635433717
2497,6,3.0,80.98307746964342,49.86671383605175,12.0,17,17.0,2011,0.243204519,B,B,5,1564,0,540.0,0,0,B,212387.35341070392,162.39906590976466,24.064148360472977
4496,7,3.0,73.44184771327531,46.42188931761016,9.0,8,16.0,2012,0.130617806,B,B,39,10418,9,900.0,1,9,B,199179.72589465068,158.2052105005884,19.38740566637353
9544,46,1.0,36.136757233069375,21.140933803727336,5.0,3,5.0,1968,0.0,B,B,47,11319,0,1145.0,3,5,B,173393.07096786812,170.93264454902243,23.650800132198775
12997,4,3.0,75.12838929239344,52.754245789960834,8.0,9,9.0,1956,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,574631.3340507058,142.41202422173652,15.164656190615855
13189,11,2.0,46.83267904056476,28.48489134073225,6.0,7,9.0,1974,0.0001696759999999,B,B,36,5992,0,900.0,1,1,B,210486.25913632664,164.412349270913,21.06379809643241
8871,91,1.0,31.6916566544536,20.10851734581756,5.0,1,5.0,1965,0.000995363,B,B,42,7651,1,900.0,1,5,B,140029.71954866382,157.60314949846492,24.865085346732275
14497,30,3.0,80.82081357532594,32.781260192155735,10.0,3,3.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,187612.01071040452,246.54577981924456,30.50523360414592
8746,0,3.0,65.75625669498976,46.31415111007102,6.0,2,9.0,1969,0.319809354,B,B,25,4756,16,2857.0,5,8,B,293122.5288732056,141.97875836850014,12.955003721735705
13875,20,1.0,28.438793880976228,32.51402129469755,6.0,6,10.0,2014,0.019508796,B,B,37,7687,11,176.0,5,5,B,199248.11437562987,87.46624609492423,18.45357713713035
12321,33,2.0,44.4172364098396,32.781260192155735,0.0,7,5.0,1977,0.236108458,B,B,16,3893,27,900.0,3,10,B,240274.79503573853,135.49581727327327,0.0
5720,27,2.0,66.57716253070629,32.781260192155735,1.0,10,17.0,1977,0.017647053,B,B,2,469,0,900.0,0,0,B,187907.0671551425,203.09518957003857,3.0505233604145916
10773,77,3.0,79.1958250694062,44.42106238405697,10.0,16,17.0,1984,0.298204575,B,B,16,4048,3,900.0,1,3,B,322048.43399028893,178.28440118044125,22.511843398840163
13232,23,2.0,61.42259578595206,60.242931325402,1.0,14,25.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,162052.06450784186,101.95817905038204,1.6599457861678464
5594,23,3.0,105.47925641023848,32.781260192155735,1.0,16,25.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,245260.2310071209,321.76693571859306,3.0505233604145916
7944,23,2.0,62.485260284906616,32.781260192155735,1.0,23,25.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,166176.55791809937,190.61274618069376,3.0505233604145916
2881,85,3.0,72.12006654074001,47.89626152927641,10.0,9,16.0,1982,0.037177818,B,B,52,11217,1,2300.0,1,7,B,290525.2235739356,150.5755652696545,20.878456231677994
5112,6,2.0,63.59173987343626,0.7955394676818128,10.0,17,17.0,2014,0.243204519,B,B,5,1564,0,540.0,0,0,B,174741.9980609786,7993.53677055664,1257.0086596884769
12709,6,2.0,65.22453290111818,32.781260192155735,0.0,15,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,173654.55177500538,198.96896128699112,0.0
16102,17,1.0,38.59578191593378,19.418503519165064,10.0,14,12.0,1966,0.0,B,B,18,3374,5,620.0,1,2,B,202533.9706436298,198.75775637315064,51.49727418557519
11018,56,3.0,67.42451318833426,42.97265260262725,8.0,2,16.0,1982,0.035145267,B,B,42,9292,3,2620.0,0,3,B,334325.6439923818,156.90098028580178,18.616490990158002
739,84,4.0,102.52227025853406,74.51346247276857,9.0,4,5.0,1961,0.149666373,B,B,22,4789,2,4087.0,4,1,B,415574.1158191548,137.58892266749984,12.078354301800308
14634,137,3.0,72.0007584897108,47.96742970922905,7.0,17,16.0,1981,0.200146802,B,B,23,3975,8,770.0,2,0,B,381975.5122369781,150.10343252946421,14.593235540100624
6119,67,2.0,48.426216762076976,28.11000461078257,5.0,3,9.0,1978,0.0077202819999999,B,B,38,4788,2,900.0,0,4,B,219765.0281427781,172.2739552433279,17.78726140116703
1037,48,3.0,62.34636249335721,46.48336522413434,6.0,2,12.0,1982,0.041124634,B,B,46,9515,5,900.0,1,10,B,296954.4462646551,134.12618082347177,12.907843421123
3794,143,2.0,53.0697058876927,30.643958259061694,10.0,7,16.0,1978,0.049863387,B,B,18,3746,9,75.0,3,1,B,372616.4560178341,173.18162829698903,32.632860009339396
5041,66,1.0,41.67841816722965,23.57421278293053,9.0,5,14.0,1973,0.111627393,B,B,50,12238,8,1970.0,2,3,B,208885.9089987704,176.7966487407287,38.17730875203037
810,11,1.0,40.27664954105588,20.699972288693687,7.0,9,9.0,1979,0.038692987,B,B,28,6533,1,1015.0,2,5,B,157759.0265475383,194.5734466661821,33.816470391235235
8800,23,1.0,29.706031166139358,32.781260192155735,0.0,5,12.0,1977,0.034656082,B,B,0,168,0,900.0,0,0,B,60502.58349957876,90.61894201751203,0.0
15914,63,2.0,43.98014287359924,29.57674089257892,5.0,6,12.0,1971,0.23861713,B,B,26,3889,6,705.0,3,6,B,254391.27332749648,148.698408094836,16.90517565190743
8261,57,1.0,40.945753903743096,22.586388366420973,9.0,8,16.0,1979,0.133215333,B,B,49,11395,3,1406.0,3,4,A,183295.1326478005,181.2850874583245,39.84700809174183
4218,88,1.0,42.61479742870434,32.781260192155735,10.0,13,20.0,2015,0.127375905,B,B,43,8429,3,900.0,3,9,B,221782.00220471376,129.9974350555983,30.50523360414592
16407,31,1.0,35.461751545834545,19.262116728102672,6.0,2,5.0,1961,0.151346216,B,A,32,5889,10,830.0,4,1,B,183658.92522643995,184.10101052963324,31.149224587795356
9509,9,2.0,60.90017774572223,57.196914423384726,1.0,2,11.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,166221.47021029654,106.47458584028695,1.7483460604146752
5284,27,4.0,119.91498998118117,78.5188744426096,13.0,8,12.0,2015,0.072157581,B,B,2,629,1,900.0,0,0,A,221374.05729278224,152.72122891780432,16.556528722914717
15522,21,2.0,52.73715017140847,31.98723385641848,8.0,11,17.0,1993,0.194489265,B,B,47,8004,3,125.0,3,5,B,208896.49584913743,164.86936759874396,25.009977530128758
15714,5,3.0,61.13602305790987,38.54142500622672,7.0,10,9.0,1976,0.150817539,B,B,16,3433,4,2643.0,4,5,B,298947.3227421746,158.62418955197631,18.162276041607402
6745,6,1.0,50.761798029086144,32.781260192155735,1.0,4,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,137820.11589642215,154.85005070437467,3.0505233604145916
9529,1,1.0,41.75375025485239,32.781260192155735,1.0,15,17.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,135630.04564263002,127.37079053734395,3.0505233604145916
3578,11,2.0,46.88051184685202,26.398784189550003,5.0,7,5.0,1966,0.038692987,B,B,28,6533,1,1015.0,2,5,B,189473.4638535456,177.58587482756022,18.940266203544546
5402,27,4.0,98.64940403081155,100.85591059836968,1.0,3,1.0,2019,0.072157581,B,B,2,629,1,900.0,0,0,A,294689.6147935343,97.81221888289234,0.9915135306072631
15216,53,2.0,59.26241529167685,37.20327055790678,10.0,11,17.0,2016,0.049637257,B,B,34,7759,0,229.0,1,3,B,308901.3520000765,159.29356318132054,26.87935724477511
13744,163,3.0,71.97240857078397,47.22220255570954,7.0,9,12.0,1991,0.007658515,B,B,35,7077,56,2301.0,3,19,B,415613.5584305778,152.41222280107712,14.82353558528295
8423,96,1.0,41.88884542071197,22.447228441092086,8.0,10,14.0,1995,0.041116354,B,B,53,14892,4,900.0,1,4,B,174939.5373207675,186.61032265359714,35.63914369648919
11249,200,3.0,107.5348209579678,63.51612091224393,12.0,6,16.0,1997,0.0,B,B,33,7425,1,900.0,2,5,B,587987.4021043336,169.30319328937236,18.89284141986507
16007,53,3.0,73.63578631797326,44.882855280678456,7.0,12,12.0,1981,0.049637257,B,B,34,7759,0,229.0,1,3,B,375533.6643054875,164.06216996999433,15.596155717422503
10703,78,1.0,45.854822033845366,40.112190216663,10.0,17,24.0,2009,0.092290642,B,B,21,4346,2,165.0,1,2,B,212021.2582513829,114.31642547106992,24.930077230851136
6962,27,2.0,44.01666960789737,27.889288417651173,5.0,3,5.0,1975,0.211401214,B,B,9,1892,0,900.0,0,1,B,122017.66964650506,157.826434825921,17.928030020427098
10626,44,1.0,38.44138160729067,20.450657961053672,9.0,11,12.0,1972,0.036122292,B,B,24,4378,0,1036.0,1,1,B,203275.6843611061,187.97136835645395,44.00836402007037
12719,53,2.0,57.92193179996679,37.71408817310501,10.0,11,24.0,2019,0.049637257,B,B,34,7759,0,229.0,1,3,B,346494.28358580195,153.58168420805828,26.51529039785001
12947,53,2.0,56.02334207717214,32.781260192155735,0.0,14,0.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B,247074.56483183,170.90051373491136,0.0
10529,182,3.0,45.37842417454849,30.651800602374987,6.0,5,4.0,1977,0.246623602,B,B,14,2940,45,900.0,3,6,B,352139.6440888416,148.04488898780207,19.574706484078796
